tTarget,tCal_avg,tCal_std,TE_1_K_avg,TE_1_K_std,TE_1_K_offset,TE_2_K_avg,TE_2_K_std,TE_2_K_offset,TE_5_K_avg,TE_5_K_std,TE_5_K_offset,TE_7_K_avg,TE_7_K_std,TE_7_K_offset,TE_8_K_avg,TE_8_K_std,TE_8_K_offset,TE_9_K_avg,TE_9_K_std,TE_9_K_offset,TE_10_K_avg,TE_10_K_std,TE_10_K_offset
345.0,353.86,1.17,351.66,0.2,2.2,351.66,0.2,2.2,351.67,0.19,2.19,351.67,0.19,2.19,351.67,0.19,2.19,351.67,0.18,2.19,351.67,0.18,2.19
