tTarget,tCal_avg,tCal_std,TE_1_K_avg,TE_1_K_std,TE_1_K_offset,TE_2_K_avg,TE_2_K_std,TE_2_K_offset,TE_5_K_avg,TE_5_K_std,TE_5_K_offset,TE_7_K_avg,TE_7_K_std,TE_7_K_offset,TE_8_K_avg,TE_8_K_std,TE_8_K_offset,TE_9_K_avg,TE_9_K_std,TE_9_K_offset,TE_10_K_avg,TE_10_K_std,TE_10_K_offset,TE_3_K_avg,TE_3_K_std,TE_3_K_offset
650.0,650.0,0.0,651.01,0.02,-1.01,651.01,0.02,-1.01,651.01,0.02,-1.01,651.01,0.02,-1.01,651.01,0.02,-1.01,651.01,0.02,-1.01,651.0,0.02,-1.0,651.0,0.02,-1.0
